File_Path,Method_Name,start_line,end_line,is_Long_Method,CC,lloc,scloc,comments,calculated_length,volume,difficulty,effort,time,bugs
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_utils.py,test_super_len_with_fileno,143,147,0,3,5,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_delitem,2271,2276,0,4,6,6,0,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_reqctx.py,index,154,171,0,4,16,16,0,18,62.26976913547136,1.2222222222222223,76.10749561002055,4.228194200556697,0.020756589711823786
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,with_resource,549,576,0,3,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,test_request_processing,654,676,0,4,19,19,0,18,66.60791492653966,2.6666666666666665,177.62110647077242,9.867839248376246,0.022202638308846556
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_testing.py,test_runner,12,27,0,3,15,15,0,7,18.094737505048094,1.0,18.094737505048094,1.0052631947248942,0.006031579168349364
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,_path_is_relative_to,782,788,0,2,6,6,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/types.py,convert_type,999,1056,1,17,35,36,6,27,105.48604608143,3.272727272727273,345.22705990286187,19.179281105714548,0.03516201536047667
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,shell_complete,2425,2446,0,4,9,8,0,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/json/provider.py,dumps,167,180,0,3,6,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_preparing_bad_url,2713,2716,0,3,4,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/testing.py,stderr,146,152,0,2,5,6,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_termui.py,test_progressbar_strip_regression,28,41,0,2,10,12,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/naval/naval.py,mine_set,62,64,0,1,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_termui.py,time,17,18,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/decorators.py,pass_context,27,35,0,1,5,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_helpers.py,index,276,282,0,3,6,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/aliases/aliases.py,push,102,104,0,1,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_expires_none,2406,2412,0,3,6,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/termui/termui.py,process_slowly,42,43,0,7,2,2,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_env_cert_bundles,986,992,0,3,5,7,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/examples/tutorial/flaskr/db.py,init_db,32,37,0,1,5,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,test_response_types,1087,1178,1,27,70,74,0,78,386.4273122101763,1.793103448275862,692.9041460320402,38.49467477955779,0.12880910407005877
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_signals.py,index,29,30,0,5,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,get_default,2234,2237,0,4,2,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/types.py,convert,377,398,0,3,9,19,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/_compat.py,_force_correct_text_writer,296,309,0,1,2,14,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_utils.py,test_make_default_short_help,500,507,0,4,6,6,0,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_cookie_parameters,1241,1257,0,3,15,14,0,15,49.82892142331044,1.25,62.28615177913805,3.4603417655076694,0.016609640474436815
/home/karthikpk/project-workspace/workspace/target-repos/flask/examples/tutorial/tests/conftest.py,app,16,32,0,1,11,9,4,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/auth.py,__ne__,91,92,0,2,2,2,0,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/utils.py,extract_zipped_paths,263,297,0,8,21,20,7,16,59.207035490257475,2.0,118.41407098051495,6.578559498917497,0.019735678496752493
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_appctx.py,index,13,14,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/app.py,wsgi_app,2160,2206,0,4,23,21,1,12,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,shell_complete,959,986,0,3,10,12,0,9,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_async.py,_async_app,41,78,0,1,28,28,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/utils.py,super_len,133,196,1,16,33,43,13,21,79.95445336320968,5.25,419.7608801568508,23.320048897602824,0.026651484454403226
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/structures.py,lower_items,63,65,0,2,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_cli.py,test_find_best_app,48,132,1,12,60,60,0,24,83.02635884729514,0.8,66.42108707783612,3.690060393213118,0.02767545294909838
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/blueprints.py,app_context_processor,581,590,0,3,5,7,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,static_folder,242,246,0,2,4,4,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/parser.py,_process_args_for_options,355,369,0,5,13,13,2,12,43.01955000865388,2.0,86.03910001730776,4.779950000961542,0.014339850002884626
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,test_filters2,628,633,0,1,6,6,0,9,25.26619429851844,0.5,12.63309714925922,0.701838730514401,0.008422064766172813
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/termui.py,getchar,717,744,0,2,7,6,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_termui.py,test_progressbar_format_progress_line_with_show_func,159,169,0,4,8,10,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_structures.py,test_list,13,14,0,3,2,2,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/models.py,generate,812,833,0,4,19,19,2,2,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_utils.py,test_pragmas,361,364,0,3,4,4,0,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/flask/examples/tutorial/flaskr/__init__.py,hello,30,31,0,3,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_json.py,dst,162,163,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/blueprints.py,decorator,600,602,0,3,4,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/aliases/aliases.py,read_config,17,23,0,2,7,7,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_command_decorators.py,test_params_argument,60,71,0,4,10,10,0,9,23.264662506490403,0.6,13.95879750389424,0.7754887502163467,0.007754887502163467
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_arguments.py,test_subcommand_help,345,361,0,3,15,15,0,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,put,385,390,0,2,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,static_url_path,257,270,0,2,8,7,0,6,12.0,0.6666666666666666,8.0,0.4444444444444444,0.004
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_views.py,test_view_patching,41,59,0,1,15,15,0,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/debughelpers.py,__getitem__,83,92,0,1,7,9,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,context_processor,615,629,0,2,4,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/shell_completion.py,__getattr__,88,89,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/testing.py,__init__,21,24,0,2,4,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/auth.py,__init__,110,114,0,5,4,4,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/adapters.py,__setstate__,160,171,0,5,6,8,2,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/utils.py,echo,219,319,1,16,41,45,11,33,140.1816079436383,4.846153846153846,679.3416384960933,37.74120213867185,0.04672720264787944
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_binary_put,179,183,0,3,3,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/helpers.py,flash,304,335,0,1,7,11,8,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,test_enctype_debug_helper,1072,1084,0,3,11,10,0,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/testing.py,invoke,272,295,0,3,8,8,2,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,build_response,2021,2026,0,3,6,6,0,2,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/formatting.py,write_text,194,208,0,3,5,12,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_shell_completion.py,test_choice_case_sensitive,340,346,0,2,4,7,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_termui.py,test_progressbar_format_progress_line,145,155,0,2,3,11,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_testing.py,test_test_client_context_binding,212,241,0,9,25,25,0,20,78.13781191217038,2.3636363636363638,184.68937361058454,10.260520756143585,0.026045937304056792
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/utils.py,__iter__,215,216,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/conftest.py,modules_tmp_path_prefix,140,142,0,1,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_commands.py,sync,227,228,0,4,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/auth.py,__call__,94,96,0,2,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_utils.py,test_prompts_abort,162,174,0,3,10,10,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/app.py,do_teardown_appcontext,2042,2065,0,4,7,8,1,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_json.py,test_jsonify_aware_datetimes,167,173,0,2,7,6,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_options.py,cmd2,651,652,0,4,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,url_value_preprocessor,632,654,0,2,4,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_logging.py,test_existing_handler,48,51,0,3,4,4,0,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_shell_completion.py,test_group_command_same_option,41,48,0,5,6,8,0,12,38.03910001730775,0.5,19.019550008653876,1.0566416671474377,0.012679700005769252
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/_compat.py,isatty,73,75,0,2,2,2,1,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/repo/repo.py,delete,91,97,0,1,4,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/_winconsole.py,writable,150,151,0,3,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_requests_are_updated_each_time,2548,2566,0,6,13,19,0,16,53.1508495181978,1.25,66.43856189774725,3.691031216541514,0.017716949839399268
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_options.py,test_unknown_options,80,87,0,3,7,7,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/termui.py,secho,603,634,0,3,5,11,0,8,24.0,1.5,36.0,2.0,0.008
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/_winconsole.py,readinto,118,146,0,5,17,25,1,19,70.30835464468075,3.75,263.6563299175528,14.647573884308489,0.02343611821489358
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_header_value_not_str,1728,1734,0,3,5,4,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_blueprints.py,test_default_static_max_age,223,244,0,3,19,19,1,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_cli.py,test_help_echo_exception,418,427,0,4,9,9,0,9,27.0,1.0,27.0,1.5,0.009
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_templating.py,test_add_template_filter_with_name,153,160,0,4,8,7,0,11,36.541209043760986,1.5,54.81181356564148,3.0451007536467487,0.012180403014586996
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/utils.py,format_filename,404,443,0,3,11,15,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_options.py,test_multiple_envvar,168,201,0,7,25,29,0,15,38.77443751081734,2.25,87.24248439933902,4.846804688852168,0.012924812503605781
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/cookies.py,__setitem__,336,341,0,3,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/aliases/aliases.py,__init__,10,12,0,2,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/shell_completion.py,get_completion_args,334,344,0,3,10,9,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/app.py,select_jinja_autoescape,700,711,0,4,5,4,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_termui.py,test_secho,237,241,0,2,5,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_reqctx.py,test_greenlet_context_copying,150,177,0,4,23,23,0,24,93.76537429460444,1.1538461538461537,108.19081649377435,6.010600916320797,0.03125512476486815
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_cli.py,test_cli_empty,675,681,0,2,6,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_lowlevel.py,redirect_resp_handler,313,325,0,6,6,13,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/signals.py,__getattr__,23,33,0,2,5,10,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_templating.py,test_template_filter_with_template,163,173,0,2,10,9,0,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/_termui_impl.py,generator,326,357,0,4,15,14,10,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,test_request_preprocessing_early_return,679,703,0,3,20,20,0,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/cookies.py,getheaders,120,121,0,2,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/parser.py,normalize_opt,118,122,0,3,5,5,0,9,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/ctx.py,__getattr__,50,54,0,2,5,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/setup.py,run_tests,48,52,0,2,4,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/formatting.py,getvalue,278,280,0,3,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_utils.py,test_unstyle_other_ansi,101,102,0,2,2,2,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_basic.py,handler_raises_build_error,1344,1345,0,1,2,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/debughelpers.py,__init__,50,70,0,3,7,19,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_HTTP_307_ALLOW_REDIRECT_POST,215,224,0,3,7,10,0,9,23.264662506490403,0.6,13.95879750389424,0.7754887502163467,0.007754887502163467
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,main,1000,1008,0,3,2,9,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_logging.py,test_has_level_handler,70,83,0,5,11,11,0,6,12.0,0.5,6.0,0.3333333333333333,0.004
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/adapters.py,proxy_headers,413,432,0,5,7,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_helpers.py,test_open_resource_exceptions,338,342,0,4,4,4,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,_find_package_path,791,832,0,9,21,26,10,12,41.51317942364757,2.2857142857142856,94.88726725405158,5.27151484744731,0.01383772647454919
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/models.py,apparent_encoding,791,793,0,4,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/debughelpers.py,__init__,21,37,0,3,7,17,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/app.py,register_blueprint,972,997,0,4,3,2,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/examples/tutorial/flaskr/auth.py,load_logged_in_user,33,43,0,2,7,8,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/json/__init__.py,dump,47,74,0,2,7,6,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/tests/test_utils.py,test_echo_writing_to_standard_error,248,298,1,17,44,41,0,48,177.62110647077242,1.3333333333333333,236.82814196102987,13.157118997834992,0.05920703549025747
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_testing.py,index,143,147,0,7,5,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/testing.py,__init__,268,270,0,3,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/cli.py,get_version,241,254,0,3,7,12,0,5,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/wrappers.py,blueprints,97,111,0,4,6,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/blueprints.py,app_template_filter,441,455,0,3,6,7,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/flask/src/flask/scaffold.py,after_request,560,578,0,2,4,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/examples/aliases/aliases.py,write_config,25,31,0,2,7,7,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/parser.py,split_arg_string,125,156,0,3,13,12,3,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/core.py,list_commands,1993,1999,0,3,6,5,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/auth.py,__eq__,83,89,0,2,2,7,0,6,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_requests.py,test_get,2287,2294,0,4,8,8,0,12,33.68825906469125,0.6666666666666666,22.458839376460833,1.2477132986922685,0.011229419688230418
/home/karthikpk/project-workspace/workspace/target-repos/click/src/click/_compat.py,is_ascii_encoding,36,41,0,2,6,5,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/flask/tests/test_signals.py,record,34,36,0,5,3,3,0,0,0,0,0,0.0,0.0
/home/karthikpk/project-workspace/workspace/target-repos/requests/tests/test_utils.py,test_invalid_unc_path,338,340,0,4,3,3,0,3,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
/home/karthikpk/project-workspace/workspace/target-repos/requests/requests/api.py,put,118,130,0,1,3,2,0,0,0,0,0,0.0,0.0
